;c;s;cr
4772;1;2;2
4773;2;1;1
4774;1;2;1
4775;1;1;1
4776;2;1;2
4777;2;2;2
4778;1;2;2
4779;1;2;1
4780;1;1;1
4781;2;2;1
4782;2;1;2
4783;2;1;1
4784;1;2;2
4785;2;1;1
4786;2;2;2
4787;1;1;1
4788;1;2;2
4789;1;2;1
4790;2;2;2
4791;2;2;1
4792;2;1;1
4793;1;1;1
4794;2;2;1
4795;1;2;1
4796;2;1;2
4797;2;1;1
4798;2;2;1
4799;1;2;2
4800;1;1;1
4801;1;1;1
4802;1;1;2
4803;2;1;2
4804;2;2;2
4805;2;2;2
4806;2;2;2
4807;2;2;2
4808;2;1;2
4809;1;1;1
4810;1;2;1
4811;1;1;1
4812;1;2;2
4813;1;1;1
4814;1;1;1
4815;2;1;2
4816;2;1;1
4817;2;1;1
4818;2;2;2
4819;1;1;2
4820;2;1;1
4821;1;1;2
4822;1;1;1
4823;1;2;1
4824;2;1;1
4825;2;1;2
4826;2;1;1
4827;1;2;2
4828;1;1;2
4829;1;1;2
4830;2;2;2
4831;2;1;2
4832;1;2;2
4833;1;1;1
4834;2;1;1
4835;2;1;2
4836;2;1;1
4837;1;2;2
4838;2;1;2
4839;1;1;2
4840;1;2;1
4841;1;2;1
4842;1;1;1
4843;1;1;1
4844;1;2;2
4845;1;2;2
4846;2;1;1
4847;2;2;2
4848;1;2;2
4849;2;1;2
4850;2;1;2
4851;1;2;1
4852;2;1;2
4853;2;1;2
4854;2;2;1
4855;2;1;1
4856;2;2;1
4857;1;2;1
4858;2;2;2
4859;2;1;2
4860;2;1;2
4861;2;1;2
4862;1;2;2
4863;1;1;2
4864;2;2;1
4865;1;1;1
4866;2;2;2
4867;1;2;1
4868;1;2;2
4869;2;2;1
4870;2;1;1
4871;1;2;1
4872;1;1;2
4873;1;1;2
4874;1;2;2
4875;2;2;2
4876;2;2;1
4877;2;2;2
4878;2;1;1
4879;1;2;2
4880;2;1;2
4881;2;2;2
4882;2;2;1
4883;2;2;2
4884;1;2;1
4885;1;2;2
4886;2;2;2
4887;2;2;1
4888;2;1;1
4889;2;2;2
4890;1;1;2
4891;1;1;1
4892;1;1;1
4893;1;2;2
4894;1;1;2
4895;1;1;1
4896;1;1;2
4897;1;1;1
4898;2;2;2
4899;1;1;1
4900;2;1;1
4901;2;1;1
4902;2;2;2
4903;1;1;2
4904;2;1;1
4905;2;1;1
4906;1;1;1
4907;2;2;1
4908;2;1;2
4909;1;2;2
4910;2;1;2
4911;1;1;1
4912;1;2;1
4913;2;1;1
4914;2;1;1
4915;2;1;1
4916;1;2;2
4917;2;2;1
4918;2;2;2
4919;2;1;2
4920;1;2;2
4921;1;2;1
4922;1;1;1
4923;1;2;1
4924;2;2;1
4925;2;1;1
4926;2;1;1
4927;2;2;1
4928;1;2;2
4929;1;1;2
4930;2;1;2
4931;1;1;2
4932;2;1;2
4933;1;2;1
4934;1;1;2
4935;1;1;2
4936;2;2;2
4937;2;1;1
4938;2;1;2
4939;2;2;2
4940;2;2;2
4941;1;1;2
4942;2;2;2
4943;1;1;2
4944;2;1;1
4945;1;1;1
4946;1;1;1
4947;2;1;2
4948;1;2;2
4949;1;2;1
4950;1;2;1
4951;1;1;1
4952;2;1;2
4953;1;2;1
4954;1;2;1
4955;1;1;2
4956;1;1;1
4957;2;2;1
4958;1;1;2
4959;1;1;2
4960;2;2;1
4961;1;1;1
4962;1;2;1
4963;2;1;1
4964;2;2;1
4965;2;1;2
4966;1;1;2
4967;2;1;2
4968;2;2;1
4969;2;1;2
4970;1;1;1
4971;1;1;1
4972;1;1;1
4973;1;1;1
4974;2;1;2
4975;2;2;1
4976;1;2;2
4977;1;2;1
4978;2;2;1
4979;1;2;1
4980;2;2;1
4981;2;1;1
4982;1;1;1
4983;1;1;2
4984;1;1;2
4985;1;2;2
4986;2;2;2
4987;2;1;2
4988;1;1;1
4989;2;1;1
4990;1;1;2
4991;2;2;1
4992;2;2;1
4993;2;1;2
4994;1;1;1
4995;1;1;2
4996;1;2;1
4997;1;1;2
4998;2;2;1
4999;1;2;1
5000;1;1;1
5001;1;2;1
5002;1;1;1
5003;1;2;2
5004;2;1;1
5005;1;2;1
5006;2;1;2
5007;1;2;2
5008;1;1;2
5009;2;2;1
5010;2;1;2
5011;2;2;1
5012;2;2;1
5013;2;1;1
5014;2;1;1
5015;2;2;2
5016;2;1;2
5017;1;2;2
5018;1;2;1
5019;2;2;2
5020;1;1;2
5021;1;1;2
5022;1;2;1
5023;1;1;2
5024;2;2;2
5025;1;2;2
5026;1;1;1
5027;1;1;1
5028;1;2;2
5029;1;1;2
5030;1;1;1
5031;2;2;1
5032;1;2;1
5033;2;2;1
5034;2;2;2
5035;1;1;2
5036;1;1;2
5037;1;2;1
5038;2;1;1
5039;2;2;1
5040;1;1;2
5041;2;2;1
5042;1;1;2
5043;1;2;2
5044;1;1;2
5045;2;1;1
5046;1;1;2
5047;1;1;2
5048;2;2;1
5049;2;1;2
5050;2;2;1
5051;2;2;2
5052;1;1;2
5053;2;2;2
5054;2;2;1
5055;1;2;2
5056;2;1;1
5057;2;1;2
5058;2;1;2
5059;2;2;1
5060;2;2;2
5061;2;1;1
5062;2;1;2
5063;1;1;1
5064;2;1;1
5065;2;2;1
5066;1;1;2
5067;2;1;1
5068;2;2;2
5069;2;1;2
5070;1;1;1
5071;2;1;2
5072;1;2;2
5073;1;2;1
5074;2;1;1
5075;1;2;2
5076;2;1;1
5077;2;2;2
5078;1;1;1
5079;1;2;2
5080;2;2;2
5081;1;2;1
5082;1;2;1
5083;1;1;2
5084;2;2;1
5085;2;2;1
5086;2;2;2
5087;1;2;1
5088;1;1;1
5089;1;1;1
5090;2;2;1
5091;1;1;1
5092;1;1;1
5093;2;1;1
5094;1;1;1
5095;1;1;2
5096;2;2;2
5097;1;1;2
5098;2;1;1
5099;2;2;2
5100;2;2;1
5101;2;2;1
5102;1;1;1
5103;2;1;1
5104;1;1;1
5105;1;2;2
5106;2;2;1
5107;2;2;1
5108;2;1;1
5109;2;2;2
5110;1;1;1
5111;1;2;2
5112;2;2;1
5113;2;2;1
5114;2;1;2
5115;2;1;2
5116;1;1;2
5117;2;2;2
5118;1;1;1
5119;2;2;1
5120;1;1;2
5121;1;2;2
5122;2;1;2
5123;1;1;2
5124;2;1;1
5125;1;2;1
5126;1;1;1
5127;2;2;1
5128;2;2;1
5129;1;1;1
5130;2;2;1
5131;2;2;2
5132;1;1;2
5133;2;1;2
5134;2;1;2
5135;2;2;1
5136;2;1;2
5137;1;2;2
5138;2;1;1
5139;1;1;2
5140;2;1;2
5141;2;1;2
5142;2;1;1
5143;2;1;2
5144;1;2;1
5145;2;1;1
5146;2;2;2
5147;1;2;1
5148;1;2;2
5149;1;2;1
5150;1;2;1
5151;2;2;2
5152;1;1;1
5153;1;2;2
5154;2;2;2
5155;1;1;1
5156;2;2;2
5157;1;2;2
5158;1;1;2
5159;2;1;2
5160;2;1;2
5161;1;1;1
5162;2;2;2
5163;2;2;1
5164;1;2;2
5165;1;2;2
5166;2;2;1
5167;1;1;1
5168;2;2;1
5169;1;2;2
5170;2;1;1
5171;2;2;2
5172;2;1;2
5173;1;1;1
5174;2;2;1
5175;1;2;1
5176;1;1;2
5177;2;2;2
5178;1;2;2
5179;2;1;1
5180;2;2;1
5181;1;2;1
5182;1;2;2
5183;2;2;1
5184;2;2;2
5185;1;1;2
5186;2;1;1
5187;2;1;2
5188;1;2;2
5189;1;1;2
5190;1;2;2
5191;2;1;2
5192;1;2;2
5193;2;1;1
5194;1;2;1
5195;2;1;1
5196;1;2;2
5197;2;1;2
5198;1;2;2
5199;1;1;1
5200;2;1;2
5201;1;1;2
5202;2;2;2
5203;1;2;2
5204;1;1;2
5205;2;2;2
5206;2;2;1
5207;1;2;1
5208;2;2;2
5209;2;2;1
5210;1;2;1
5211;2;1;1
5212;2;1;2
5213;1;2;2
5214;1;2;2
5215;1;1;2
5216;1;1;2
5217;2;2;1
5218;1;2;1
5219;2;1;1
5220;1;2;1
5221;2;1;2
5222;2;2;1
5223;2;1;2
5224;1;2;1
5225;2;2;1
5226;1;2;2
5227;2;2;1
5228;2;1;1
5229;1;2;2
5230;1;2;2
5231;1;1;2
5232;1;1;2
5233;1;1;2
5234;2;1;2
5235;2;1;1
5236;1;1;1
5237;1;1;1
5238;1;2;1
5239;1;1;1
5240;1;1;1
5241;1;1;1
5242;2;2;2
5243;1;1;1
5244;2;1;1
5245;2;2;2
5246;1;1;2
5247;2;2;1
5248;2;2;1
5249;2;1;2
5250;1;1;2
5251;2;1;1
5252;1;2;1
5253;1;1;2
5254;1;2;1
5255;2;1;1
5256;1;2;2
5257;1;2;2
5258;1;1;2
5259;1;2;2
5260;1;1;2
5261;2;1;2
5262;1;1;2
5263;1;2;1
5264;2;1;2
5265;1;1;2
5266;2;1;1
5267;2;1;1
5268;2;2;1
5269;1;1;1
5270;1;2;2
5271;1;2;2
5272;2;1;1
5273;1;2;1
5274;2;2;2
5275;1;2;2
5276;2;1;1
5277;2;2;1
5278;1;2;1
5279;1;2;2
5280;1;1;1
5281;1;1;2
5282;2;1;2
5283;1;1;1
5284;2;1;1
5285;2;1;1
5286;1;2;2
5287;1;2;1
5288;1;1;1
5289;1;1;2
5290;2;2;2
5291;1;2;1
5292;2;1;1
5293;1;2;2
5294;1;1;2
5295;2;2;1
5296;1;2;2
5297;1;1;1
5298;2;1;2
5299;1;1;1
5300;1;2;1
5301;1;1;1
5302;1;2;2
5303;2;2;1
5304;2;2;1
5305;1;1;1
5306;1;1;1
5307;2;1;2
5308;1;1;1
5309;1;2;2
5310;2;2;2
5311;1;1;1
5312;1;2;2
5313;1;1;1
5314;2;2;2
5315;2;2;1
5316;1;1;1
5317;1;2;1
5318;2;2;1
5319;1;1;1
5320;2;1;2
5321;1;1;2
5322;1;1;1
5323;1;1;1
5324;2;1;1
5325;1;1;1
5326;1;2;1
5327;2;1;2
5328;1;2;1
5329;2;1;1
5330;1;2;2
5331;2;1;1
5332;2;1;1
5333;1;2;1
5334;2;1;1
5335;2;2;1
5336;1;2;2
5337;2;2;1
5338;1;1;1
5339;1;1;2
5340;1;2;2
5341;2;1;2
5342;2;1;2
5343;2;2;1
5344;2;2;1
5345;2;1;1
5346;2;1;1
5347;1;1;2
5348;1;2;2
5349;2;2;1
5350;2;2;1
5351;2;2;1
5352;1;1;1
5353;2;1;2
5354;1;1;1
5355;1;1;1
5356;1;1;1
5357;2;1;2
5358;2;2;1
5359;2;2;2
5360;1;1;1
5361;1;2;2
5362;1;1;1
5363;1;1;1
5364;2;1;2
5365;1;1;1
5366;1;2;2
5367;2;1;1
5368;1;1;2
5369;2;1;2
5370;2;1;2
5371;2;1;2
5372;1;2;1
5373;2;2;1
5374;1;2;2
5375;1;1;2
5376;1;2;2
5377;1;2;1
5378;1;1;1
5379;1;2;2
5380;2;1;1
5381;1;1;2
5382;2;2;2
5383;1;2;2
5384;2;1;2
5385;2;2;2
5386;2;1;1
5387;1;1;1
5388;2;1;2
5389;1;1;2
5390;2;1;1
5391;2;2;2
5392;2;2;1
5393;1;2;2
5394;1;1;1
5395;2;2;2
5396;2;1;1
5397;2;2;2
5398;2;1;1
5399;1;1;2
5400;1;1;2
5401;2;1;1
5402;1;2;1
5403;1;2;2
5404;1;1;2
5405;1;2;1
5406;2;1;2
5407;1;2;1
5408;2;1;1
5409;1;2;2
5410;2;1;2
5411;2;2;1
5412;2;2;1
5413;1;1;2
5414;1;1;2
5415;1;1;1
5416;2;1;1
5417;2;1;2
5418;1;2;2
5419;1;2;1
5420;2;1;2
5421;1;1;1
5422;1;1;2
5423;1;2;2
5424;2;1;1
5425;1;1;2
5426;2;2;1
5427;2;2;2
5428;2;1;2
5429;1;2;2
5430;2;2;2
5431;2;2;1
5432;2;2;2
5433;1;1;1
5434;2;2;1
5435;2;1;1
5436;2;1;1
5437;2;2;1
5438;2;2;1
5439;1;2;2
5440;2;1;1
5441;1;1;2
5442;2;1;2
5443;1;2;2
5444;1;1;1
5445;2;2;1
5446;2;1;2
5447;2;2;1
5448;2;2;1
5449;1;2;1
5450;1;1;1
5451;2;2;2
5452;1;1;2
5453;2;2;1
5454;1;1;1
5455;1;2;1
5456;2;1;1
5457;1;1;2
5458;2;2;1
5459;2;2;1
5460;2;2;2
5461;1;2;1
5462;1;1;2
5463;2;1;1
5464;1;2;2
5465;1;2;2
5466;2;2;2
5467;1;1;2
5468;2;2;1
5469;1;2;1
5470;1;1;2
5471;2;1;2
5472;2;2;2
5473;1;1;1
5474;1;1;2
5475;2;2;1
5476;1;2;1
5477;1;2;1
5478;2;1;1
5479;1;2;2
5480;1;2;1
5481;2;1;2
5482;2;2;1
5483;1;1;1
5484;2;1;1
5485;1;2;1
5486;2;2;2
5487;2;1;2
5488;1;1;1
5489;1;1;1
5490;1;2;2
5491;1;1;2
5492;2;1;2
5493;1;1;2
5494;2;2;1
5495;1;1;1
5496;1;1;1
5497;1;1;1
5498;1;2;2
5499;1;2;1
5500;1;1;2
5501;2;1;1
5502;2;2;1
5503;1;1;1
5504;1;2;1
5505;2;1;1
5506;2;2;2
5507;2;2;2
5508;2;2;2
5509;2;2;1
5510;1;1;2
5511;1;2;2
5512;2;2;1
5513;2;1;2
5514;2;2;2
5515;2;1;2
5516;2;1;2
5517;2;2;2
5518;1;1;2
5519;2;2;2
5520;2;2;2
5521;1;2;1
5522;1;2;2
5523;2;2;1
5524;2;1;2
5525;1;1;1
5526;2;2;2
5527;1;2;1
5528;2;2;2
5529;1;1;1
5530;2;1;1
5531;2;1;1
5532;2;2;2
5533;2;2;1
5534;2;1;2
5535;1;1;1
5536;2;2;1
5537;2;1;1
5538;2;1;1
5539;2;2;2
5540;1;2;2
5541;1;1;1
5542;1;2;2
5543;2;2;1
5544;1;1;2
5545;2;2;1
5546;1;1;1
5547;2;2;1
5548;1;2;2
5549;1;1;2
5550;1;2;1
5551;2;2;2
5552;2;1;2
5553;1;1;1
5554;1;1;1
5555;2;2;1
5556;1;2;1
5557;1;1;1
5558;1;2;1
5559;2;2;2
5560;1;1;1
5561;1;1;2
5562;2;2;1
5563;1;1;1
5564;2;1;1
5565;2;2;1
5566;2;1;1
5567;2;1;1
5568;2;2;2
5569;1;1;2
5570;2;1;1
5571;2;2;1
5572;2;1;2
5573;2;2;2
5574;2;2;1
5575;1;1;2
5576;2;2;1
5577;2;1;1
5578;1;2;1
5579;1;1;1
5580;2;2;2
5581;1;1;1
5582;1;1;2
5583;2;1;1
5584;1;2;2
5585;1;2;1
5586;2;2;2
5587;1;1;2
5588;1;2;2
5589;1;1;1
5590;2;1;1
5591;1;2;2
5592;1;2;2
5593;2;2;2
5594;2;1;1
5595;1;1;2
5596;2;1;2
5597;1;1;1
5598;2;2;2
5599;1;1;2
5600;1;1;1
5601;2;1;2
5602;2;2;2
5603;2;2;2
5604;1;2;1
5605;2;2;1
5606;1;1;2
5607;1;2;1
5608;1;2;1
5609;2;1;2
5610;2;2;2
5611;1;2;2
5612;1;1;1
5613;2;2;2
5614;1;1;2
5615;2;1;2
5616;2;2;1
5617;2;1;1
5618;1;2;1
5619;1;1;1
5620;1;2;1
5621;1;1;1
5622;2;1;2
5623;2;1;1
5624;1;1;2
5625;1;2;1
5626;1;2;2
5627;2;1;1
5628;2;1;1
5629;2;2;1
5630;2;1;1
5631;1;1;1
5632;2;1;2
5633;2;1;1
5634;1;1;2
5635;1;1;2
5636;1;1;1
5637;2;2;1
5638;2;1;2
5639;1;2;2
5640;1;1;1
5641;1;1;1
5642;1;2;2
5643;2;1;2
5644;2;1;2
5645;2;2;1
5646;2;1;1
5647;2;2;1
5648;1;1;1
5649;1;1;2
5650;1;1;1
5651;2;1;2
5652;2;1;2
5653;2;2;2
5654;2;1;1
5655;2;1;1
5656;2;2;2
5657;1;1;1
5658;1;2;2
5659;2;1;1
5660;2;2;2
5661;1;1;2
5662;2;2;1
5663;1;1;1
5664;1;2;1
5665;2;1;1
5666;2;1;2
5667;2;2;1
5668;2;1;2
5669;2;1;1
5670;2;1;2
5671;1;1;1
5672;1;1;2
5673;1;1;1
5674;1;1;1
5675;2;2;1
5676;1;1;2
5677;1;1;2
5678;2;2;2
5679;2;1;1
5680;1;2;2
5681;1;1;1
5682;2;2;2
5683;2;2;2
5684;1;1;2
5685;2;1;1
5686;2;2;1
5687;2;1;1
5688;2;2;1
5689;1;2;2
5690;2;1;1
5691;2;1;2
5692;2;1;1
5693;1;1;1
5694;2;2;1
5695;1;1;1
5696;2;1;2
5697;2;2;2
5698;1;2;2
5699;2;1;2
5700;1;2;1
5701;1;2;2
5702;2;1;2
5703;2;2;2
5704;1;2;1
5705;2;2;1
5706;2;1;2
5707;1;1;1
5708;2;2;1
5709;2;2;2
5710;1;2;2
5711;2;1;2
5712;2;1;1
5713;2;1;2
5714;1;2;2
5715;2;2;1
5716;2;2;1
5717;1;2;1
5718;1;1;1
5719;2;1;2
5720;2;2;1
5721;2;1;1
5722;2;2;1
5723;1;2;2
5724;2;1;2
5725;2;1;1
5726;1;1;1
5727;1;2;2
5728;2;2;2
5729;2;2;2
5730;2;2;1
5731;1;1;1
5732;2;1;2
5733;2;1;1
5734;2;1;2
5735;1;2;1
5736;2;1;2
5737;2;2;2
5738;2;2;2
5739;2;1;1
5740;1;2;2
5741;1;1;1
5742;1;1;1
5743;1;2;2
5744;1;1;1
5745;2;2;1
5746;2;2;2
5747;1;2;2
5748;2;1;2
5749;2;1;2
5750;2;2;1
5751;2;2;1
5752;2;1;2
5753;2;1;1
5754;1;2;1
5755;1;2;1
5756;2;2;1
5757;1;2;1
5758;1;1;1
5759;1;1;2
5760;2;2;1
5761;1;1;2
5762;1;1;1
5763;1;2;2
5764;2;1;1
5765;2;2;1
5766;1;2;1
5767;1;1;1
5768;2;2;2
5769;1;1;2
5770;1;2;2
5771;2;1;2
5772;2;1;2
5773;2;2;1
5774;2;1;1
5775;2;1;2
5776;2;1;1
5777;1;2;1
5778;1;1;2
5779;1;2;2
5780;2;1;2
5781;1;2;2
5782;1;1;1
5783;1;2;2
5784;2;1;2
5785;1;1;2
5786;2;1;1
5787;1;1;2
5788;1;2;1
5789;1;2;2
5790;2;1;2
5791;2;2;1
5792;2;1;2
5793;1;2;1
5794;1;2;1
5795;2;1;1
5796;2;2;2
5797;2;1;1
5798;1;2;1
5799;1;1;1
5800;1;1;2
5801;1;1;2
5802;2;1;1
5803;2;1;1
5804;2;2;2
5805;2;2;2
5806;2;1;1
5807;2;2;1
5808;2;1;2
5809;2;1;1
5810;2;1;2
5811;1;2;1
5812;1;1;1
5813;2;2;1
5814;1;2;2
5815;1;2;2
5816;2;1;1
5817;1;1;2
5818;1;2;1
5819;1;2;2
5820;1;2;2
5821;1;1;2
5822;1;2;1
5823;1;2;2
5824;1;1;1
5825;1;1;1
5826;2;1;2
5827;1;1;1
5828;1;1;1
5829;2;1;1
5830;2;1;2
5831;1;1;1
5832;2;1;2
5833;2;1;1
5834;2;1;2
5835;2;1;2
5836;1;2;2
5837;1;1;1
5838;2;1;1
5839;1;1;2
5840;2;2;1
5841;1;2;2
5842;2;2;2
5843;1;1;1
5844;1;1;2
5845;1;2;1
5846;2;2;1
5847;1;1;2
5848;1;1;1
5849;1;1;2
5850;1;1;1
5851;1;1;2
5852;1;1;1
5853;2;1;1
5854;1;2;2
5855;2;1;2
5856;2;1;2
5857;1;1;1
5858;1;1;2
5859;2;1;2
5860;2;1;1
5861;2;2;2
5862;2;1;1
5863;1;2;2
5864;2;1;1
5865;1;1;1
5866;1;1;1
5867;1;2;1
5868;2;1;1
5869;1;1;2
5870;1;2;2
5871;2;2;1
5872;1;2;1
5873;2;1;1
5874;1;1;1
5875;1;1;1
5876;1;1;2
5877;2;1;2
5878;2;1;2
5879;2;2;1
5880;1;2;2
5881;2;1;2
5882;2;2;1
5883;1;1;1
5884;2;1;1
5885;1;2;1
5886;1;2;2
5887;2;2;1
5888;1;1;2
5889;2;1;2
5890;2;2;2
5891;2;1;2
5892;1;2;2
5893;2;1;2
5894;2;1;1
5895;1;2;2
5896;2;1;2
5897;1;2;2
5898;1;2;1
5899;1;1;1
5900;2;1;1
5901;2;2;1
5902;1;2;1
5903;1;2;2
5904;1;2;2
5905;1;2;2
5906;2;1;2
5907;2;2;1
5908;2;2;2
5909;2;2;2
5910;2;1;2
5911;2;1;2
5912;2;2;2
5913;2;1;1
5914;1;1;1
5915;2;2;2
5916;2;1;1
5917;1;1;2
5918;1;2;1
5919;1;2;1
5920;2;2;1
5921;1;2;2
5922;1;2;2
5923;2;1;1
5924;1;1;2
5925;2;1;1
5926;2;1;2
5927;1;1;2
5928;1;1;1
5929;2;1;2
5930;1;2;2
5931;1;1;2
5932;1;1;1
5933;2;2;1
5934;2;2;2
5935;1;2;2
5936;1;1;2
5937;1;1;2
5938;2;1;2
5939;1;1;1
5940;1;1;2
5941;2;2;2
5942;2;2;2
5943;1;2;2
5944;2;1;2
5945;2;2;1
5946;1;1;1
5947;1;2;1
5948;1;1;2
5949;1;1;2
5950;2;1;2
5951;2;2;1
5952;1;2;1
5953;1;2;2
5954;2;2;1
5955;1;1;2
5956;1;1;1
5957;2;1;2
5958;1;1;1
5959;1;1;1
5960;1;1;1
5961;2;2;2
5962;2;1;1
5963;2;2;1
5964;1;1;2
5965;2;2;2
5966;2;1;1
5967;1;2;1
5968;1;2;1
5969;1;1;2
5970;2;1;1
5971;1;2;1
5972;1;1;1
5973;1;2;2
5974;1;2;2
5975;2;1;2
5976;1;1;1
5977;1;1;1
5978;1;1;1
5979;1;1;1
5980;2;2;2
5981;1;1;2
5982;2;2;1
5983;2;1;1
5984;1;1;2
5985;2;1;1
5986;2;1;2
5987;2;1;1
5988;1;2;1
5989;1;2;1
5990;1;1;2
5991;1;1;2
5992;2;1;1
5993;2;2;2
5994;2;1;2
5995;1;1;1
5996;2;2;2
5997;2;1;2
5998;2;1;2
5999;1;2;1
6000;2;2;1
6001;1;2;1
6002;1;2;2
6003;2;1;2
6004;1;1;2
6005;1;1;2
6006;1;1;1
6007;1;1;1
6008;2;1;1
6009;1;1;1
6010;2;2;2
6011;1;2;1
6012;2;2;1
6013;1;1;2
6014;1;1;2
6015;2;2;2
6016;1;2;1
6017;2;2;2
6018;1;2;2
6019;2;1;1
6020;2;1;1
6021;1;2;2
6022;2;1;1
6023;1;1;2
6024;2;2;1
6025;1;1;2
6026;1;2;2
6027;1;2;2
6028;1;1;1
6029;1;2;2
6030;2;2;2
6031;2;1;1
6032;2;1;2
6033;1;2;1
6034;2;2;1
6035;1;2;2
6036;2;2;1
6037;2;2;2
6038;2;2;2
6039;2;1;1
6040;1;1;1
6041;2;1;2
6042;1;2;1
6043;2;2;2
6044;2;1;2
6045;1;1;1
6046;1;1;1
6047;2;1;1
6048;1;1;2
6049;2;1;1
6050;2;1;1
6051;2;1;1
6052;2;2;1
6053;1;1;2
6054;1;1;2
6055;1;1;2
6056;1;1;2
6057;2;2;2
6058;1;1;2
6059;1;1;2
6060;1;1;2
6061;2;2;1
6062;2;2;1
6063;2;2;2
6064;1;2;2
6065;2;2;1
6066;2;2;1
6067;1;2;2
6068;2;2;2
6069;2;1;2
6070;2;2;2
6071;2;2;2
6072;1;1;2
6073;2;1;2
6074;2;2;1
6075;1;1;2
6076;1;1;2
6077;2;1;2
6078;1;2;1
6079;2;2;2
6080;2;2;2
6081;2;2;2
6082;1;2;1
6083;1;1;2
6084;1;1;1
6085;2;2;2
6086;1;1;1
6087;1;2;1
6088;2;2;2
6089;1;1;1
6090;1;2;2
6091;2;1;1
6092;2;2;2
6093;1;1;1
6094;1;2;2
6095;2;1;1
6096;2;1;1
6097;2;2;2
6098;2;1;1
6099;1;2;2
6100;1;1;1
6101;1;2;2
6102;1;1;2
6103;2;2;1
6104;2;2;2
6105;1;2;1
6106;1;2;1
6107;1;2;1
6108;2;1;2
6109;1;2;1
6110;2;2;1
6111;1;1;2
6112;1;1;1
6113;1;2;2
6114;1;1;1
6115;1;2;1
6116;1;1;2
6117;2;2;2
6118;2;1;1
6119;2;2;2
6120;1;2;2
6121;2;2;1
6122;1;1;1
6123;1;2;1
6124;1;2;2
6125;2;2;2
6126;2;1;2
6127;2;1;2
6128;2;1;2
6129;2;2;1
6130;1;1;2
6131;1;1;2
6132;2;1;1
6133;1;2;2
6134;2;2;2
6135;1;2;2
6136;1;1;1
6137;2;2;2
6138;2;1;2
6139;2;2;2
6140;1;2;1
6141;2;2;2
6142;1;2;1
6143;1;1;2
6144;1;2;2
6145;1;2;2
6146;2;1;1
6147;2;2;1
6148;2;1;2
6149;2;1;2
6150;2;1;2
6151;1;1;1
6152;2;2;1
6153;1;1;2
6154;2;2;2
6155;1;2;1
6156;1;2;2
6157;1;2;1
6158;1;1;2
6159;2;2;1
6160;2;1;1
6161;1;2;2
6162;1;2;2
6163;2;2;1
6164;1;2;1
6165;1;1;2
6166;1;2;2
6167;2;1;1
6168;1;1;1
6169;1;2;2
6170;2;1;2
6171;2;2;1
6172;1;1;2
6173;2;1;1
6174;1;2;1
6175;1;2;1
6176;2;1;2
6177;1;1;1
6178;1;1;2
6179;1;1;1
6180;2;1;1
6181;1;1;2
6182;2;2;2
6183;2;2;1
6184;2;2;2
6185;1;2;2
6186;1;1;1
6187;1;1;1
6188;2;1;1
6189;2;2;2
6190;1;2;1
6191;1;2;2
6192;1;1;1
6193;1;2;2
6194;1;2;2
6195;1;2;1
6196;2;1;2
6197;1;1;2
6198;2;1;1
6199;2;1;2
6200;2;1;2
6201;1;2;2
6202;1;1;2
6203;2;2;2
6204;1;2;1
6205;1;2;2
6206;1;2;1
6207;1;2;1
6208;2;1;2
6209;1;2;2
6210;1;2;2
6211;1;1;1
6212;2;2;2
6213;1;2;2
6214;1;1;1
6215;1;1;2
6216;2;2;2
6217;2;1;1
6218;1;2;1
6219;2;2;2
6220;2;2;1
6221;2;2;2
6222;2;1;2
6223;1;2;1
6224;1;2;1
6225;2;2;1
6226;2;1;1
6227;1;1;1
6228;1;2;2
6229;2;1;1
6230;1;2;2
6231;1;1;1
6232;1;1;2
6233;2;2;2
6234;1;1;2
6235;1;1;2
6236;2;2;1
6237;2;2;2
6238;1;1;2
6239;1;2;2
6240;1;1;2
6241;2;1;2
6242;1;2;1
6243;2;1;1
6244;2;2;1
6245;1;2;2
6246;2;2;2
6247;1;1;1
6248;1;1;1
6249;1;2;1
6250;1;2;1
6251;2;2;2
6252;1;1;1
6253;1;2;2
6254;1;1;1
6255;1;2;2
6256;2;1;1
6257;2;1;1
6258;2;1;1
6259;2;2;1
6260;2;2;2
6261;2;1;1
6262;2;1;2
6263;1;1;2
6264;2;2;1
6265;2;1;2
6266;2;2;2
6267;1;1;1
6268;1;2;2
6269;1;2;1
6270;1;2;2
6271;2;1;1
6272;2;1;2
6273;2;1;1
6274;1;2;2
6275;2;1;1
6276;2;1;2
6277;1;1;2
6278;2;2;1
6279;1;2;2
6280;1;2;1
6281;1;1;1
6282;1;2;1
6283;2;2;1
6284;1;1;1
6285;1;2;2
6286;1;2;2
6287;1;2;2
6288;1;2;1
6289;2;1;1
6290;2;2;2
6291;2;1;2
6292;2;1;1
6293;1;2;1
6294;1;1;2
6295;2;2;1
6296;1;1;2
6297;1;2;2
6298;1;1;1
6299;1;1;1
6300;1;1;2
6301;2;1;2
6302;1;1;1
6303;2;2;1
6304;2;1;2
6305;2;1;1
6306;1;1;2
6307;1;2;1
6308;2;2;2
6309;1;2;2
6310;2;1;2
6311;2;1;2
6312;2;1;2
6313;1;1;2
6314;1;1;2
6315;1;2;2
6316;2;1;2
6317;1;2;1
6318;1;1;2
6319;1;1;2
6320;2;1;2
6321;2;1;2
6322;2;1;1
6323;1;2;2
6324;1;2;2
6325;2;1;1
